iter	Logloss
0	0.5181984089
1	0.3876893403
2	0.2891076188
3	0.214015177
4	0.1577246767
5	0.1154147233
6	0.08778972317
7	0.06807472873
8	0.05291142519
9	0.04048616555
10	0.03217605343
11	0.02519453782
12	0.02019064234
13	0.01623140957
14	0.01344418019
15	0.01112897062
16	0.009102891918
17	0.00756248957
18	0.006577238549
19	0.00555269159
20	0.00488296501
21	0.004146882668
22	0.003597187718
23	0.003144525502
24	0.002779175575
25	0.002447688468
26	0.002180306637
27	0.00190449337
28	0.001714307877
29	0.001541955232
30	0.001393737619
31	0.00125646355
32	0.001151572332
33	0.001062762121
34	0.0009813163556
35	0.0009072891492
36	0.0008332608492
37	0.0007768491679
38	0.0007108652548
39	0.0006479047629
40	0.0006143870577
41	0.000580989788
42	0.0005492225501
43	0.0005185139135
44	0.0004890733609
45	0.000464438307
46	0.000445340481
47	0.0004252470592
48	0.0004037818581
49	0.0003814442068
50	0.0003679550535
51	0.0003515253625
52	0.0003357776247
53	0.0003184122953
54	0.0003033122346
55	0.0003033122346
56	0.0003033122346
57	0.0003033122346
58	0.000303305721
59	0.000303305721
60	0.000303305721
61	0.0003033020033
62	0.0002903491328
63	0.0002903478931
64	0.0002903420643
65	0.0002903420643
66	0.0002903359536
67	0.000290329719
68	0.000290329719
69	0.000290329719
70	0.0002745798005
71	0.0002745768757
72	0.0002745768757
73	0.0002745768757
74	0.0002745768757
75	0.0002745741782
76	0.0002745711759
77	0.000274568499
78	0.0002745657024
79	0.0002745616498
80	0.0002745572611
81	0.0002745520419
82	0.000274539735
83	0.000274539735
84	0.0002745364234
85	0.0002745339029
86	0.0002745314612
87	0.0002745282813
88	0.0002745282813
89	0.0002745217286
90	0.0002745217286
91	0.0002745217286
92	0.0002745217286
93	0.0002745217286
94	0.0002745178078
95	0.00027451598
96	0.00027451598
97	0.0002745149279
98	0.0002745119852
99	0.0002745119852
100	0.0002745119852
101	0.0002745119852
102	0.0002745119852
103	0.0002745051791
104	0.0002745026934
105	0.0002745026934
106	0.0002744998714
107	0.0002744998714
108	0.000274497531
109	0.0002744949493
110	0.0002618957266
111	0.0002618957266
112	0.0002618957266
113	0.000261894473
114	0.000261894473
115	0.000261894473
116	0.000261894473
117	0.0002618913276
118	0.0002618868404
119	0.0002618868404
120	0.000261881229
121	0.000261881229
122	0.0002618786637
123	0.0002618742849
124	0.0002618711227
125	0.0002618663958
126	0.0002618632941
127	0.0002618632941
128	0.0002618604249
129	0.0002618588635
130	0.0002618570577
131	0.0002618541775
132	0.0002618505327
133	0.0002618455631
134	0.0002618455631
135	0.0002618399549
136	0.0002618399549
137	0.0002618399549
138	0.0002618372218
139	0.0002618336854
140	0.0002618336854
141	0.0002618336854
142	0.0002618336854
143	0.0002618336854
144	0.0002618336854
145	0.0002618336854
146	0.0002618336854
147	0.0002618336854
148	0.0002618291022
149	0.0002618257979
150	0.0002618257979
151	0.0002496916279
152	0.0002496869987
153	0.0002496869987
154	0.0002496869987
155	0.0002496869987
156	0.0002496822771
157	0.0002496793945
158	0.0002496769568
159	0.0002496736458
160	0.0002496716951
161	0.0002496716951
162	0.0002496695359
163	0.0002496675862
164	0.0002496675862
165	0.0002496675862
166	0.0002496675862
167	0.0002496650494
168	0.0002496650494
169	0.0002496619883
170	0.0002496588047
171	0.0002496588047
172	0.000249656138
173	0.000249656138
174	0.0002496540498
175	0.0002496517953
176	0.0002496493481
177	0.0002496446222
178	0.0002496446222
179	0.0002496372568
180	0.0002496372568
181	0.0002496318085
182	0.0002496318085
183	0.0002496290745
184	0.0002496259379
185	0.0002496259379
186	0.000249624108
187	0.000249624108
188	0.000249624108
189	0.0002496217903
190	0.0002496194557
191	0.0002496155086
192	0.0002496155086
193	0.0002496129428
194	0.0002496129428
195	0.000249610325
196	0.0002496064258
197	0.0002496064258
198	0.0002496064258
199	0.0002496037995
200	0.0002496010291
201	0.0002496010291
202	0.000237796472
203	0.0002377916578
204	0.0002377916578
205	0.0002377896608
206	0.0002377845044
207	0.0002377824075
208	0.0002377799291
209	0.0002377799291
210	0.0002377770937
211	0.0002377770937
212	0.0002377749461
213	0.0002377749461
214	0.0002377709309
215	0.0002377616201
216	0.0002377568442
217	0.0002377519541
218	0.0002377494548
219	0.0002377494548
220	0.0002377494548
221	0.0002377494548
222	0.0002377445384
223	0.0002377394229
224	0.0002377343056
225	0.0002377343056
226	0.0002377318353
227	0.0002377293443
228	0.0002377265839
229	0.0002377265839
230	0.0002377265839
231	0.0002377228582
232	0.0002377228582
233	0.0002377202255
234	0.0002377153729
235	0.0002377133492
236	0.0002377108635
237	0.0002377060514
238	0.000237701034
239	0.0002376958674
240	0.0002376933957
241	0.0002376909054
242	0.00023768642
243	0.0002376814455
244	0.000237676458
245	0.0002376741429
246	0.0002376716524
247	0.000237669317
248	0.000237669317
249	0.000237666916
250	0.000237666916
251	0.000237664432
252	0.000237659657
253	0.0002376572122
254	0.0002376547227
255	0.0002376497316
256	0.0002376472446
257	0.0002376447171
258	0.0002376421844
259	0.0002376396953
260	0.0002376372061
261	0.0002376347722
262	0.0002376322828
263	0.0002376273092
264	0.0002376248261
265	0.000237619769
266	0.0002376173692
267	0.0002376123967
268	0.000237609909
269	0.0002376074207
270	0.0002376049324
271	0.0002376024442
272	0.0002375999578
273	0.0002375974695
274	0.0002375949816
275	0.0002375924996
