Week,CustomerID,SKUID,DaysSinceLastPurchase_SKU,TotalPurchases_SKU,AvgOrderValue_SKU_by_Customer,Customer_Recency,Customer_Frequency,Customer_Monetary,Customer_TotalUniqueSKUsPurchased_Overall,SKU_TotalSales_CustomerState_Overall,Customer_RollingAvgOrderValue_4Weeks,Customer_RollingUniqueSKUsPurchased_4Weeks,Customer_RollingPurchaseCount_4Weeks,SKU_RollingTotalSales_4Weeks,SKU_RollingPurchaseCount_4Weeks,Category_RollingTotalSales_4Weeks,Customer_RollingAvgOrderValue_8Weeks,Customer_RollingUniqueSKUsPurchased_8Weeks,Customer_RollingPurchaseCount_8Weeks,SKU_RollingTotalSales_8Weeks,SKU_RollingPurchaseCount_8Weeks,Category_RollingTotalSales_8Weeks,Customer_RollingAvgOrderValue_12Weeks,Customer_RollingUniqueSKUsPurchased_12Weeks,Customer_RollingPurchaseCount_12Weeks,SKU_RollingTotalSales_12Weeks,SKU_RollingPurchaseCount_12Weeks,Category_RollingTotalSales_12Weeks,Customer_PurchaseCount_Trend,Town_SKU_PurchaseCount_4Weeks,Town_SKU_PurchaseCount_8Weeks,Town_SKU_PurchaseCount_12Weeks
11,C1,SKU7,28.0,1.0,238.71555801469782,18.0,43.0,1096.7441506336118,26.0,1674.9468493926297,264.6727224240976,11.0,11.0,1449.7856745482197,5.0,71000.47885464548,248.55444612874058,22.0,23.0,1868.9218877079497,9.0,137443.772888904,270.317816859205,26.0,31.0,2898.6749084577245,12.0,172175.24673959962,-0.10303030303030304,3.0,5.0,7.0
11,C1,SKU94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C1,SKU3,21.0,1.0,67.68058990948573,18.0,43.0,1096.7441506336118,26.0,667.1246784683489,264.6727224240976,11.0,11.0,1098.6612416319165,4.0,71000.47885464548,248.55444612874058,22.0,23.0,2437.8505177723046,9.0,137443.772888904,270.317816859205,26.0,31.0,2861.6502477050426,11.0,172175.24673959962,-0.10303030303030304,2.0,3.0,3.0
11,C1,SKU35,42.0,1.0,382.51225497282536,18.0,43.0,1096.7441506336118,26.0,1893.313663274263,264.6727224240976,11.0,11.0,2754.1797051098306,13.0,71000.47885464548,248.55444612874058,22.0,23.0,4134.082406545251,18.0,137443.772888904,270.317816859205,26.0,31.0,5605.79976774534,22.0,172175.24673959962,-0.10303030303030304,7.0,10.0,10.0
11,C1,SKU42,35.0,1.0,133.17479277153237,18.0,43.0,1096.7441506336118,26.0,1269.8702120574414,264.6727224240976,11.0,11.0,2048.043858333036,8.0,64309.306756835016,248.55444612874058,22.0,23.0,2875.4570715654363,12.0,134425.20039296348,270.317816859205,26.0,31.0,3693.722317751543,15.0,169326.71391872526,-0.10303030303030304,5.0,8.0,10.0
11,C1,SKU45,7.0,1.0,130.3763098916607,18.0,43.0,1096.7441506336118,26.0,2521.432797693632,264.6727224240976,11.0,11.0,2225.67694976665,7.0,71000.47885464548,248.55444612874058,22.0,23.0,4352.962589053176,15.0,137443.772888904,270.317816859205,26.0,31.0,5057.5910904026705,18.0,172175.24673959962,-0.10303030303030304,6.0,9.0,11.0
11,C1,SKU24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C1,SKU31,28.0,1.0,479.2790046408699,18.0,43.0,1096.7441506336118,26.0,2968.0074830757503,264.6727224240976,11.0,11.0,2588.410931651886,10.0,72290.49237417508,248.55444612874058,22.0,23.0,5665.229170095801,21.0,148491.51822589754,270.317816859205,26.0,31.0,5817.221087898065,22.0,184904.32509861933,-0.10303030303030304,7.0,16.0,17.0
11,C1,SKU93,14.0,1.0,284.3531243135046,18.0,43.0,1096.7441506336118,26.0,2464.471171704367,264.6727224240976,11.0,11.0,3771.2980526762162,14.0,64309.306756835016,248.55444612874058,22.0,23.0,5963.945464659581,23.0,134425.20039296348,270.317816859205,26.0,31.0,7243.474701731236,28.0,169326.71391872526,-0.10303030303030304,8.0,10.0,14.0
11,C1,SKU97,49.0,1.0,12.731567364723245,18.0,43.0,1096.7441506336118,26.0,1341.6340003829177,264.6727224240976,11.0,11.0,1680.6880253238674,9.0,72290.49237417508,248.55444612874058,22.0,23.0,3408.703085968549,18.0,148491.51822589754,270.317816859205,26.0,31.0,4105.349745126161,20.0,184904.32509861933,-0.10303030303030304,4.0,9.0,11.0
11,C1,SKU90,7.0,2.0,231.0838311936687,18.0,43.0,1096.7441506336118,26.0,3680.1183033290145,264.6727224240976,11.0,11.0,4395.3248693451,13.0,71000.47885464548,248.55444612874058,22.0,23.0,6125.165358255388,20.0,137443.772888904,270.317816859205,26.0,31.0,7179.063293597827,23.0,172175.24673959962,-0.10303030303030304,7.0,9.0,11.0
11,C1,SKU90,7.0,2.0,231.0838311936687,18.0,43.0,1096.7441506336118,26.0,3680.1183033290145,264.6727224240976,11.0,11.0,4395.3248693451,13.0,71000.47885464548,248.55444612874058,22.0,23.0,6125.165358255388,20.0,137443.772888904,270.317816859205,26.0,31.0,7179.063293597827,23.0,172175.24673959962,-0.10303030303030304,7.0,9.0,11.0
11,C1,SKU60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C1,SKU92,42.0,1.0,189.76469293941526,18.0,43.0,1096.7441506336118,26.0,2871.877902604027,264.6727224240976,11.0,11.0,2058.795273282778,7.0,71000.47885464548,248.55444612874058,22.0,23.0,5764.102094818151,18.0,137443.772888904,270.317816859205,26.0,31.0,6840.064896781741,22.0,172175.24673959962,-0.10303030303030304,5.0,15.0,16.0
11,C1,SKU53,7.0,1.0,381.44374803499295,18.0,43.0,1096.7441506336118,26.0,3977.09002432701,264.6727224240976,11.0,11.0,2994.1997658245277,11.0,64309.306756835016,248.55444612874058,22.0,23.0,6146.443756492574,20.0,134425.20039296348,270.317816859205,26.0,31.0,7552.643426786867,26.0,169326.71391872526,-0.10303030303030304,7.0,10.0,12.0
11,C1,SKU68,35.0,1.0,247.133377782554,18.0,43.0,1096.7441506336118,26.0,3586.185674528488,264.6727224240976,11.0,11.0,3757.0945615131045,10.0,72290.49237417508,248.55444612874058,22.0,23.0,6486.586612668207,19.0,148491.51822589754,270.317816859205,26.0,31.0,6767.085248268148,21.0,184904.32509861933,-0.10303030303030304,5.0,11.0,12.0
11,C1,SKU30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C1,SKU47,56.0,1.0,181.03234034717264,18.0,43.0,1096.7441506336118,26.0,1607.96020446487,264.6727224240976,11.0,11.0,1504.2583208823662,6.0,64309.306756835016,248.55444612874058,22.0,23.0,4078.5232405462552,15.0,134425.20039296348,270.317816859205,26.0,31.0,4851.310939419624,19.0,169326.71391872526,-0.10303030303030304,3.0,9.0,12.0
11,C1,SKU56,35.0,1.0,105.92960839159835,18.0,43.0,1096.7441506336118,26.0,2132.839872081411,264.6727224240976,11.0,11.0,1545.754829674268,6.0,64309.306756835016,248.55444612874058,22.0,23.0,3270.798830899707,18.0,134425.20039296348,270.317816859205,26.0,31.0,3695.2568467426813,19.0,169326.71391872526,-0.10303030303030304,3.0,10.0,11.0
11,C1,SKU8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C1,SKU41,28.0,2.0,436.9515293225468,18.0,43.0,1096.7441506336118,26.0,3260.748069865472,264.6727224240976,11.0,11.0,1227.9060523246405,4.0,71000.47885464548,248.55444612874058,22.0,23.0,3724.455823011518,12.0,137443.772888904,270.317816859205,26.0,31.0,4799.390159470608,15.0,172175.24673959962,-0.10303030303030304,4.0,5.0,8.0
11,C1,SKU41,28.0,2.0,436.9515293225468,18.0,43.0,1096.7441506336118,26.0,3260.748069865472,264.6727224240976,11.0,11.0,1227.9060523246405,4.0,71000.47885464548,248.55444612874058,22.0,23.0,3724.455823011518,12.0,137443.772888904,270.317816859205,26.0,31.0,4799.390159470608,15.0,172175.24673959962,-0.10303030303030304,4.0,5.0,8.0
11,C1,SKU25,56.0,1.0,358.2835283413732,18.0,43.0,1096.7441506336118,26.0,3482.3450801430713,264.6727224240976,11.0,11.0,3311.017450541504,13.0,72290.49237417508,248.55444612874058,22.0,23.0,6567.44870163083,25.0,148491.51822589754,270.317816859205,26.0,31.0,8248.815644727618,31.0,184904.32509861933,-0.10303030303030304,5.0,10.0,15.0
11,C1,SKU88,70.0,1.0,289.66736028234044,18.0,43.0,1096.7441506336118,26.0,2551.1637437636923,264.6727224240976,11.0,11.0,1549.9771923844714,4.0,71000.47885464548,248.55444612874058,22.0,23.0,3243.4660066444285,11.0,137443.772888904,270.317816859205,26.0,31.0,5244.437165998218,18.0,172175.24673959962,-0.10303030303030304,2.0,4.0,8.0
11,C1,SKU48,7.0,1.0,69.14376704128284,18.0,43.0,1096.7441506336118,26.0,2368.132574397137,264.6727224240976,11.0,11.0,2294.3657919101456,11.0,71000.47885464548,248.55444612874058,22.0,23.0,4714.559295750083,17.0,137443.772888904,270.317816859205,26.0,31.0,5555.479837264602,20.0,172175.24673959962,-0.10303030303030304,6.0,9.0,11.0
11,C1,SKU100,63.0,1.0,412.57491471409423,18.0,43.0,1096.7441506336118,26.0,2481.3830967136573,264.6727224240976,11.0,11.0,2673.953826709808,9.0,72290.49237417508,248.55444612874058,22.0,23.0,4985.751239140065,20.0,148491.51822589754,270.317816859205,26.0,31.0,6311.3762452218325,24.0,184904.32509861933,-0.10303030303030304,3.0,8.0,11.0
11,C1,SKU14,63.0,1.0,300.9815532285259,18.0,43.0,1096.7441506336118,26.0,1700.2406422027489,264.6727224240976,11.0,11.0,1952.9631937687732,9.0,71000.47885464548,248.55444612874058,22.0,23.0,5123.321333769345,20.0,137443.772888904,270.317816859205,26.0,31.0,6176.511444700864,26.0,172175.24673959962,-0.10303030303030304,7.0,13.0,18.0
11,C1,SKU67,63.0,1.0,253.80406533601314,18.0,43.0,1096.7441506336118,26.0,3274.0392673701335,264.6727224240976,11.0,11.0,1181.8136750398212,5.0,71000.47885464548,248.55444612874058,22.0,23.0,3781.57818676148,14.0,137443.772888904,270.317816859205,26.0,31.0,4700.319165521037,17.0,172175.24673959962,-0.10303030303030304,3.0,7.0,9.0
11,C1,SKU39,56.0,1.0,330.5129940696225,18.0,43.0,1096.7441506336118,26.0,2282.9656555758825,264.6727224240976,11.0,11.0,2005.9294396816913,8.0,72290.49237417508,248.55444612874058,22.0,23.0,3384.497478530941,14.0,148491.51822589754,270.317816859205,26.0,31.0,3539.74576465095,15.0,184904.32509861933,-0.10303030303030304,6.0,8.0,8.0
11,C1,SKU58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C1,SKU17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C1,SKU76,35.0,2.0,297.9444416905639,18.0,43.0,1096.7441506336118,26.0,2637.59123784951,264.6727224240976,11.0,11.0,2408.515227882009,11.0,71000.47885464548,248.55444612874058,22.0,23.0,4641.153927856552,19.0,137443.772888904,270.317816859205,26.0,31.0,5347.188208957184,22.0,172175.24673959962,-0.10303030303030304,3.0,10.0,10.0
11,C1,SKU76,35.0,2.0,297.9444416905639,18.0,43.0,1096.7441506336118,26.0,2637.59123784951,264.6727224240976,11.0,11.0,2408.515227882009,11.0,71000.47885464548,248.55444612874058,22.0,23.0,4641.153927856552,19.0,137443.772888904,270.317816859205,26.0,31.0,5347.188208957184,22.0,172175.24673959962,-0.10303030303030304,3.0,10.0,10.0
11,C1,SKU5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C1,SKU22,28.0,2.0,379.09727322784875,18.0,43.0,1096.7441506336118,26.0,2978.2039427356617,264.6727224240976,11.0,11.0,3590.4101892893627,10.0,71000.47885464548,248.55444612874058,22.0,23.0,5087.730946024144,16.0,137443.772888904,270.317816859205,26.0,31.0,5587.376488651759,19.0,172175.24673959962,-0.10303030303030304,8.0,12.0,14.0
